name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Paneer Sandwich,breakfast,439,24.3,32.5,20.7,vegetarian,south_indian,0,muscle_gain|high_protein
Rajma Chawal,lunch,662,18.1,78.0,23.3,vegetarian,north_indian,0,balanced|beginner
Paneer Cubes,snack,95,2.0,9.1,4.8,vegetarian,north_indian,1,weight_loss|light
Peanut Chaat,snack,102,3.4,16.0,1.8,vegetarian,north_indian,1,balanced|beginner
Tofu Curry,dinner,626,14.5,78.0,6.3,vegan,north_indian,1,weight_loss|light
Pav Bhaji,lunch,358,3.9,37.6,18.1,vegetarian,south_indian,0,weight_loss|light
Fish Curry Rice,lunch,510,19.2,54.8,11.0,non_vegetarian,north_indian,1,weight_loss|light
Upma,breakfast,390,18.2,36.6,11.9,vegetarian,south_indian,1,balanced|beginner
Tofu Scramble,breakfast,433,12.2,75.3,9.1,vegan,south_indian,0,balanced|beginner
Idli Sambar,breakfast,203,8.2,31.4,3.1,vegetarian,south_indian,1,balanced|beginner
Fruit Bowl,breakfast,259,13.2,22.8,10.5,vegan,north_indian,1,muscle_gain|high_protein
Dal Rice,lunch,639,10.6,69.9,4.5,vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Sandwich,breakfast,229,15.3,27.9,4.2,vegetarian,mixed,1,muscle_gain|high_protein
Paneer Roti,lunch,483,14.1,39.3,11.7,vegetarian,north_indian,1,weight_loss|light
Masala Omelette,breakfast,380,14.3,60.3,5.7,non_vegetarian,mixed,1,balanced|beginner
Grilled Chicken,dinner,444,5.9,54.2,4.3,non_vegetarian,mixed,0,balanced|beginner
Vegetable Soup,dinner,497,8.7,69.9,23.8,vegan,mixed,0,improve_stamina|carb_rich
Peanut Chaat,snack,217,7.5,38.0,2.0,vegetarian,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,602,21.3,58.8,19.2,non_vegetarian,north_indian,1,balanced|beginner
Vegetable Poha,breakfast,388,14.3,35.8,17.4,vegetarian,south_indian,1,muscle_gain|high_protein
Pav Bhaji,lunch,563,13.3,53.4,8.3,vegetarian,mixed,1,balanced|beginner
Fruit Salad,snack,286,9.5,28.0,12.6,vegan,north_indian,0,muscle_gain|high_protein
Upma,breakfast,314,13.2,56.8,8.8,vegetarian,south_indian,1,weight_loss|light
Paneer Bhurji,dinner,650,46.7,36.0,22.5,vegetarian,north_indian,0,muscle_gain|high_protein
Paneer Sandwich,breakfast,196,5.9,15.7,10.4,vegetarian,mixed,1,weight_loss|light
Peanut Chaat,snack,108,4.5,10.8,4.2,vegetarian,north_indian,1,muscle_gain|high_protein
Protein Shake,snack,107,6.6,14.8,1.5,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,592,11.2,68.8,18.4,non_vegetarian,mixed,0,weight_loss|light
Tofu Scramble,breakfast,189,6.2,25.9,5.0,vegan,south_indian,1,balanced|beginner
Grilled Chicken,dinner,597,31.4,60.1,13.7,non_vegetarian,south_indian,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,600,7.9,30.5,22.2,vegan,north_indian,0,weight_loss|light
Fruit Bowl,breakfast,209,5.2,36.8,2.7,vegan,mixed,1,balanced|beginner
Fruit Salad,snack,132,9.8,14.7,2.6,vegan,mixed,1,improve_stamina|carb_rich
Egg Curry,dinner,423,17.8,40.4,12.7,non_vegetarian,north_indian,1,balanced|beginner
Paneer Roti,lunch,387,15.1,52.7,9.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,157,4.0,21.4,4.7,vegetarian,north_indian,0,improve_stamina|carb_rich
Peanut Chaat,snack,204,5.9,27.2,6.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,586,25.2,64.5,15.4,vegan,north_indian,1,muscle_gain|high_protein
Fruit Salad,snack,213,15.6,20.3,5.8,vegan,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,253,15.2,31.4,5.2,vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Soup,dinner,388,15.0,40.3,20.4,vegan,south_indian,1,balanced|beginner
Dal Rice,lunch,657,7.6,56.5,20.9,vegetarian,south_indian,0,improve_stamina|carb_rich
Idli Sambar,breakfast,267,12.6,33.0,7.0,vegetarian,south_indian,1,muscle_gain|high_protein
Protein Shake,snack,161,4.1,19.6,5.9,vegetarian,mixed,1,weight_loss|light
Protein Shake,snack,120,3.5,17.3,3.0,vegetarian,north_indian,1,balanced|beginner
Egg Curry,dinner,547,41.2,33.8,5.3,non_vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,556,36.2,22.1,16.4,non_vegetarian,mixed,1,muscle_gain|high_protein
Vegetable Soup,dinner,422,14.4,34.6,22.6,vegan,north_indian,0,weight_loss|light
Chicken Curry Rice,lunch,524,16.8,50.7,13.2,non_vegetarian,mixed,1,balanced|beginner
Roasted Chana,snack,205,6.4,15.0,11.5,vegan,north_indian,1,balanced|beginner
Fruit Salad,snack,230,12.9,22.5,7.8,vegan,south_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,470,39.1,33.7,7.5,vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,647,23.8,67.4,18.4,non_vegetarian,south_indian,1,balanced|beginner
Protein Shake,snack,97,2.7,8.7,4.9,vegetarian,mixed,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,498,31.7,50.0,14.6,non_vegetarian,mixed,1,muscle_gain|high_protein
Oats with Milk,breakfast,243,12.3,38.0,2.5,vegetarian,north_indian,1,improve_stamina|carb_rich
Fruit Salad,snack,166,2.9,24.7,4.7,vegan,north_indian,1,balanced|beginner
Rajma Chawal,lunch,446,29.7,37.4,9.5,vegetarian,mixed,1,muscle_gain|high_protein
Peanut Chaat,snack,192,5.8,31.7,3.0,vegetarian,south_indian,1,weight_loss|light
Grilled Chicken,dinner,605,22.2,79.9,9.7,non_vegetarian,south_indian,1,balanced|beginner
Egg Curry,dinner,506,5.4,78.3,19.1,non_vegetarian,north_indian,0,balanced|beginner
Kadhi Rice,lunch,386,13.2,38.1,21.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Sprouts Salad,snack,113,8.1,9.3,3.8,vegan,mixed,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,651,28.5,82.8,9.8,vegetarian,north_indian,0,weight_loss|light
Thepla,breakfast,309,15.3,37.3,8.2,vegetarian,mixed,1,weight_loss|light
Tofu Curry,dinner,369,22.8,34.6,18.4,vegan,north_indian,1,muscle_gain|high_protein
Thepla,breakfast,319,5.4,44.0,10.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Rice,lunch,678,18.0,39.5,16.8,vegetarian,mixed,1,muscle_gain|high_protein
Oats with Milk,breakfast,308,15.7,35.6,8.7,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,534,10.4,65.3,15.7,vegetarian,north_indian,0,weight_loss|light
Buttermilk,snack,235,3.6,32.7,7.9,vegetarian,north_indian,1,weight_loss|light
Tofu Stir Fry,lunch,412,34.1,60.5,5.6,vegan,mixed,1,muscle_gain|high_protein
Paneer Roti,lunch,587,39.2,59.2,9.7,vegetarian,mixed,1,balanced|beginner
Hyderabadi Biryani,lunch,444,19.2,58.4,7.3,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Boiled Eggs,snack,139,3.7,21.0,3.2,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,502,11.6,65.0,22.1,vegan,south_indian,0,weight_loss|light
Rajma Chawal,lunch,548,11.3,34.1,23.7,vegetarian,north_indian,0,weight_loss|light
Grilled Chicken,dinner,568,8.7,79.3,16.2,non_vegetarian,mixed,0,weight_loss|light
Boiled Eggs,snack,286,9.0,30.8,11.5,non_vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,474,16.8,39.8,4.3,vegetarian,mixed,1,balanced|beginner
Peanut Chaat,snack,222,7.2,28.0,7.0,vegetarian,north_indian,1,balanced|beginner
Roti Sabji,dinner,570,8.4,46.3,17.7,vegetarian,north_indian,0,balanced|beginner
Dal Tadka,dinner,421,9.8,66.9,4.6,vegetarian,north_indian,0,improve_stamina|carb_rich
Dal Tadka,dinner,431,15.7,32.3,19.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Tadka,dinner,541,42.0,35.9,14.5,vegetarian,south_indian,1,muscle_gain|high_protein
Grilled Chicken,dinner,554,15.6,55.8,18.7,non_vegetarian,mixed,1,weight_loss|light
Paneer Sandwich,breakfast,389,14.9,33.8,9.3,vegetarian,mixed,1,weight_loss|light
Grilled Chicken,dinner,359,15.4,23.2,22.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Vegetable Soup,dinner,506,16.3,45.5,16.8,vegan,mixed,1,improve_stamina|carb_rich
Peanut Chaat,snack,100,4.3,11.8,3.1,vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Curry,dinner,493,10.8,51.6,9.6,vegan,mixed,0,weight_loss|light
Egg Curry,dinner,418,26.9,50.5,8.3,non_vegetarian,north_indian,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,245,6.0,13.8,16.2,vegetarian,mixed,1,improve_stamina|carb_rich
Egg Curry,dinner,503,7.2,58.6,6.6,non_vegetarian,north_indian,0,weight_loss|light
Egg Curry,dinner,590,25.6,21.2,23.5,non_vegetarian,north_indian,0,muscle_gain|high_protein
Fish Curry Rice,lunch,617,8.0,69.2,24.9,non_vegetarian,north_indian,0,weight_loss|light
Vegetable Poha,breakfast,349,19.4,32.1,6.0,vegetarian,mixed,1,balanced|beginner
Tofu Scramble,breakfast,224,9.1,25.3,7.6,vegan,mixed,1,weight_loss|light
Kadhi Rice,lunch,577,29.3,42.2,20.8,vegetarian,north_indian,1,muscle_gain|high_protein
Roasted Chana,snack,144,9.4,16.5,3.2,vegan,south_indian,1,balanced|beginner
Sabudana Khichdi,breakfast,151,9.5,17.0,3.7,vegetarian,mixed,0,muscle_gain|high_protein
Roti Sabji,dinner,418,23.6,23.0,22.7,vegetarian,north_indian,0,muscle_gain|high_protein
Hyderabadi Biryani,lunch,561,19.7,71.6,24.1,non_vegetarian,mixed,0,muscle_gain|high_protein
Corn Chaat,snack,276,9.3,32.1,12.8,vegan,north_indian,0,improve_stamina|carb_rich
Fish Curry Rice,lunch,528,19.1,38.3,14.0,non_vegetarian,mixed,1,weight_loss|light
Rajma Chawal,lunch,377,14.7,44.3,3.2,vegetarian,mixed,1,improve_stamina|carb_rich
Oats with Milk,breakfast,442,19.1,44.6,18.5,vegetarian,north_indian,0,weight_loss|light
Corn Chaat,snack,282,11.9,18.4,15.4,vegan,north_indian,0,muscle_gain|high_protein
Vegetable Khichdi,lunch,548,19.9,33.2,21.1,vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,226,4.7,30.1,7.6,vegan,north_indian,1,balanced|beginner
Fish Fry,dinner,436,7.9,53.7,17.2,non_vegetarian,mixed,0,improve_stamina|carb_rich
Thepla,breakfast,413,10.3,62.9,6.7,vegetarian,mixed,1,weight_loss|light
Hyderabadi Biryani,lunch,418,18.5,60.2,4.1,non_vegetarian,mixed,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,415,11.6,62.8,8.6,vegetarian,mixed,0,improve_stamina|carb_rich
Sprouts Salad,snack,193,4.5,13.7,11.6,vegan,south_indian,1,weight_loss|light
Hyderabadi Biryani,lunch,444,15.7,47.5,6.2,non_vegetarian,mixed,1,balanced|beginner
Fish Curry Rice,lunch,599,5.9,65.1,21.8,non_vegetarian,north_indian,0,weight_loss|light
Boiled Eggs,snack,82,1.6,8.4,4.0,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Fish Curry Rice,lunch,452,15.1,28.0,23.1,non_vegetarian,north_indian,0,weight_loss|light
Egg Curry,dinner,403,10.1,34.7,18.3,non_vegetarian,north_indian,0,weight_loss|light
Tofu Scramble,breakfast,174,4.5,24.7,4.8,vegan,south_indian,0,improve_stamina|carb_rich
Dal Rice,lunch,477,25.5,58.4,18.2,vegetarian,mixed,1,muscle_gain|high_protein
Corn Chaat,snack,119,3.1,10.3,6.2,vegan,north_indian,1,weight_loss|light
Kadhi Rice,lunch,385,4.7,52.7,13.9,vegetarian,mixed,1,weight_loss|light
Paneer Sandwich,breakfast,438,24.9,22.3,16.1,vegetarian,mixed,1,muscle_gain|high_protein
Dal Tadka,dinner,420,17.0,38.9,19.0,vegetarian,south_indian,1,weight_loss|light
Pav Bhaji,lunch,350,10.9,40.5,12.9,vegetarian,north_indian,1,weight_loss|light
Mixed Veg Curry,dinner,523,8.1,24.6,22.7,vegetarian,north_indian,0,balanced|beginner
Paneer Roti,lunch,631,36.7,65.4,12.1,vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,172,6.0,20.6,5.7,vegetarian,south_indian,0,improve_stamina|carb_rich
Paneer Roti,lunch,443,31.1,24.2,3.5,vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Poha,breakfast,442,10.3,71.2,10.6,vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Curry,dinner,465,15.3,26.2,20.2,vegan,mixed,1,improve_stamina|carb_rich
Rajma Chawal,lunch,573,21.8,51.6,19.6,vegetarian,south_indian,1,weight_loss|light
Paneer Sandwich,breakfast,395,4.5,56.9,13.1,vegetarian,mixed,1,weight_loss|light
Hyderabadi Biryani,lunch,405,6.8,46.5,12.9,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,574,31.8,42.3,19.3,non_vegetarian,mixed,1,weight_loss|light
Paneer Cubes,snack,81,2.1,9.3,3.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Dal Rice,lunch,444,10.6,24.1,17.8,vegetarian,south_indian,0,balanced|beginner
Tofu Curry,dinner,683,18.0,62.2,6.6,vegan,south_indian,0,balanced|beginner
Dal Tadka,dinner,695,21.9,57.0,14.7,vegetarian,north_indian,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,677,9.0,72.4,23.1,vegetarian,mixed,0,weight_loss|light
Peanut Chaat,snack,192,6.4,20.3,7.8,vegetarian,south_indian,1,improve_stamina|carb_rich
Vegetable Khichdi,lunch,396,5.5,62.1,18.3,vegetarian,north_indian,0,weight_loss|light
Oats with Milk,breakfast,381,6.9,51.2,21.8,vegetarian,north_indian,0,weight_loss|light
Dal Tadka,dinner,401,14.9,55.3,7.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Idli Sambar,breakfast,154,4.6,10.7,8.9,vegetarian,mixed,0,balanced|beginner
Sabudana Khichdi,breakfast,212,11.3,25.3,5.4,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,481,10.2,55.0,21.3,vegetarian,north_indian,0,improve_stamina|carb_rich
Tofu Scramble,breakfast,339,8.4,41.4,12.5,vegan,north_indian,1,balanced|beginner
Roti Sabji,dinner,557,27.0,42.7,19.8,vegetarian,north_indian,1,balanced|beginner
Sprouts Salad,snack,121,3.0,10.6,6.3,vegan,north_indian,1,balanced|beginner
Corn Chaat,snack,201,16.8,24.2,2.3,vegan,north_indian,1,muscle_gain|high_protein
Thepla,breakfast,329,27.9,24.0,10.6,vegetarian,mixed,1,muscle_gain|high_protein
Sprouts Salad,snack,160,6.2,17.8,5.7,vegan,mixed,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,523,28.3,48.2,20.1,vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Scramble,breakfast,213,8.0,18.9,9.8,vegan,mixed,1,weight_loss|light
Vegetable Khichdi,lunch,420,8.5,72.0,11.9,vegetarian,mixed,0,balanced|beginner
Vegetable Khichdi,lunch,685,23.6,66.2,9.7,vegetarian,mixed,1,muscle_gain|high_protein
Roti Sabji,dinner,504,19.6,53.3,13.2,vegetarian,mixed,1,weight_loss|light
Peanut Chaat,snack,213,2.6,32.0,6.4,vegetarian,north_indian,1,balanced|beginner
Kadhi Rice,lunch,512,10.8,46.8,21.5,vegetarian,north_indian,0,improve_stamina|carb_rich
Masala Omelette,breakfast,361,11.3,74.9,6.4,non_vegetarian,mixed,1,improve_stamina|carb_rich
Tofu Scramble,breakfast,245,14.2,28.7,6.0,vegan,north_indian,1,muscle_gain|high_protein
Masala Omelette,breakfast,320,4.7,29.2,17.6,non_vegetarian,mixed,1,balanced|beginner
Grilled Chicken,dinner,637,5.3,79.2,23.6,non_vegetarian,north_indian,0,weight_loss|light
Tofu Scramble,breakfast,356,9.1,60.0,7.1,vegan,mixed,1,balanced|beginner
Fish Curry Rice,lunch,451,5.6,66.6,22.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Masala Omelette,breakfast,406,14.8,55.9,18.8,non_vegetarian,mixed,0,weight_loss|light
Tofu Curry,dinner,611,7.2,42.8,20.5,vegan,north_indian,0,improve_stamina|carb_rich
Egg Curry,dinner,510,9.0,78.7,6.2,non_vegetarian,north_indian,0,balanced|beginner
Chicken Curry Rice,lunch,568,17.5,63.5,7.3,non_vegetarian,mixed,1,improve_stamina|carb_rich
Protein Shake,snack,248,7.6,29.0,9.1,vegetarian,mixed,1,weight_loss|light
Idli Sambar,breakfast,210,3.1,25.8,8.6,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,497,13.7,57.2,22.2,non_vegetarian,north_indian,0,balanced|beginner
Chicken Curry Rice,lunch,482,10.8,62.4,16.8,non_vegetarian,mixed,0,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,274,7.0,29.6,11.8,vegetarian,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,366,16.7,39.4,12.5,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,669,17.4,61.9,18.5,non_vegetarian,south_indian,0,balanced|beginner
Mixed Veg Curry,dinner,363,18.2,43.7,8.0,vegetarian,mixed,1,balanced|beginner
Vegetable Soup,dinner,492,10.9,43.7,11.2,vegan,north_indian,0,improve_stamina|carb_rich
Rajma Chawal,lunch,387,15.9,73.1,8.7,vegetarian,mixed,1,balanced|beginner
Paneer Roti,lunch,624,31.5,58.7,16.7,vegetarian,north_indian,1,weight_loss|light
Egg Curry,dinner,553,42.6,41.1,13.2,non_vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Khichdi,lunch,604,17.9,76.6,13.6,vegetarian,mixed,1,balanced|beginner
Fruit Bowl,breakfast,342,18.0,43.9,14.8,vegan,mixed,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,151,5.9,13.7,6.8,vegan,north_indian,0,balanced|beginner
Paneer Roti,lunch,423,17.3,47.8,14.3,vegetarian,north_indian,1,muscle_gain|high_protein
Protein Shake,snack,210,12.7,19.3,7.2,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,284,3.4,35.0,11.9,vegetarian,mixed,0,balanced|beginner
Kadhi Rice,lunch,364,3.7,48.4,14.1,vegetarian,mixed,0,improve_stamina|carb_rich
Boiled Eggs,snack,156,7.3,18.4,4.5,non_vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,113,6.1,17.4,1.1,vegetarian,mixed,1,muscle_gain|high_protein
Tofu Curry,dinner,600,23.6,60.8,19.1,vegan,north_indian,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,655,8.6,71.9,6.8,vegetarian,south_indian,0,improve_stamina|carb_rich
Paneer Roti,lunch,632,14.8,59.0,21.9,vegetarian,north_indian,1,balanced|beginner
Roasted Chana,snack,234,16.7,20.1,7.6,vegan,south_indian,1,muscle_gain|high_protein
Dal Rice,lunch,505,15.4,36.7,11.5,vegetarian,north_indian,1,balanced|beginner
Pav Bhaji,lunch,590,10.5,69.2,19.9,vegetarian,south_indian,0,weight_loss|light
Protein Shake,snack,94,3.4,9.3,4.0,vegetarian,north_indian,1,balanced|beginner
Sabudana Khichdi,breakfast,296,8.1,35.4,10.9,vegetarian,north_indian,1,balanced|beginner
Fish Curry Rice,lunch,410,5.1,50.2,17.3,non_vegetarian,mixed,0,weight_loss|light
Peanut Chaat,snack,121,3.5,18.5,2.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,484,20.5,34.5,13.7,non_vegetarian,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,424,16.8,20.4,22.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Chicken Curry Rice,lunch,501,6.0,37.3,11.8,non_vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Bhurji,dinner,643,17.7,30.7,24.5,vegetarian,north_indian,0,balanced|beginner
Buttermilk,snack,234,16.9,29.1,9.0,vegetarian,mixed,1,balanced|beginner
Tofu Curry,dinner,360,11.0,36.0,24.9,vegan,south_indian,0,weight_loss|light
Rajma Chawal,lunch,578,9.8,40.6,17.6,vegetarian,north_indian,0,improve_stamina|carb_rich
Idli Sambar,breakfast,295,7.3,38.9,9.6,vegetarian,south_indian,1,weight_loss|light
Boiled Eggs,snack,134,8.6,14.2,3.6,non_vegetarian,mixed,1,muscle_gain|high_protein
Oats with Milk,breakfast,431,25.6,36.9,12.0,vegetarian,south_indian,1,muscle_gain|high_protein
Kadhi Rice,lunch,522,9.9,49.1,19.2,vegetarian,mixed,0,weight_loss|light
Paneer Roti,lunch,350,33.9,30.1,7.4,vegetarian,mixed,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,280,6.9,45.9,5.2,vegetarian,mixed,1,improve_stamina|carb_rich
Sprouts Salad,snack,125,3.6,16.1,4.0,vegan,north_indian,1,balanced|beginner
Vegetable Soup,dinner,353,27.3,46.1,9.6,vegan,mixed,1,muscle_gain|high_protein
Sprouts Salad,snack,206,9.8,33.9,1.6,vegan,mixed,1,balanced|beginner
Fruit Bowl,breakfast,170,4.6,10.5,10.7,vegan,north_indian,0,balanced|beginner
Paneer Sandwich,breakfast,397,5.5,24.3,14.2,vegetarian,north_indian,1,weight_loss|light
Kadhi Rice,lunch,424,28.2,31.4,3.8,vegetarian,mixed,1,muscle_gain|high_protein
Tofu Stir Fry,lunch,546,6.9,38.0,14.7,vegan,south_indian,0,balanced|beginner
Dal Tadka,dinner,663,24.0,87.7,10.8,vegetarian,north_indian,0,improve_stamina|carb_rich
Corn Chaat,snack,187,6.1,21.8,6.7,vegan,north_indian,1,improve_stamina|carb_rich
Fruit Salad,snack,80,2.5,9.8,2.7,vegan,north_indian,1,improve_stamina|carb_rich
Peanut Chaat,snack,184,14.0,9.4,8.4,vegetarian,south_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,499,15.0,70.7,7.8,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup,dinner,583,11.2,38.6,22.8,vegan,north_indian,0,improve_stamina|carb_rich
Fish Fry,dinner,359,20.2,45.3,7.6,non_vegetarian,south_indian,1,muscle_gain|high_protein
Tofu Scramble,breakfast,439,28.5,39.8,24.9,vegan,north_indian,0,muscle_gain|high_protein
Sabudana Khichdi,breakfast,249,6.1,30.1,9.4,vegetarian,south_indian,1,balanced|beginner
Paneer Bhurji,dinner,407,12.1,41.0,20.1,vegetarian,mixed,1,weight_loss|light
Corn Chaat,snack,202,7.4,31.9,3.2,vegan,north_indian,1,weight_loss|light
Sprouts Salad,snack,93,1.7,14.0,2.5,vegan,north_indian,1,balanced|beginner
Thepla,breakfast,432,12.6,54.7,14.2,vegetarian,north_indian,0,balanced|beginner
Vegetable Soup,dinner,669,5.6,64.2,13.5,vegan,mixed,0,balanced|beginner
Upma,breakfast,381,20.9,44.9,9.7,vegetarian,north_indian,1,muscle_gain|high_protein
Sprouts Salad,snack,109,4.7,11.3,4.0,vegan,north_indian,1,improve_stamina|carb_rich
Egg Curry,dinner,628,6.5,76.7,5.4,non_vegetarian,mixed,0,weight_loss|light
Vegetable Khichdi,lunch,397,43.4,39.5,10.4,vegetarian,north_indian,1,muscle_gain|high_protein
Thepla,breakfast,362,9.2,38.8,9.1,vegetarian,north_indian,1,balanced|beginner
Fish Curry Rice,lunch,365,6.0,53.9,10.7,non_vegetarian,mixed,0,improve_stamina|carb_rich
Tofu Scramble,breakfast,313,18.6,21.8,14.0,vegan,north_indian,1,muscle_gain|high_protein
Dal Tadka,dinner,467,11.6,58.9,16.4,vegetarian,mixed,0,improve_stamina|carb_rich
Mixed Veg Curry,dinner,678,10.7,53.1,18.1,vegetarian,mixed,0,balanced|beginner
Pav Bhaji,lunch,359,17.7,67.5,7.9,vegetarian,north_indian,1,weight_loss|light
Grilled Chicken,dinner,607,10.1,47.7,23.2,non_vegetarian,north_indian,0,balanced|beginner
Tofu Curry,dinner,631,25.2,63.0,18.3,vegan,south_indian,1,weight_loss|light
Thepla,breakfast,386,34.6,17.5,16.3,vegetarian,mixed,1,muscle_gain|high_protein
Fruit Bowl,breakfast,415,11.6,52.3,16.3,vegan,mixed,1,balanced|beginner
Paneer Roti,lunch,418,14.9,31.0,23.9,vegetarian,north_indian,0,weight_loss|light
Corn Chaat,snack,288,5.9,33.6,13.8,vegan,south_indian,1,weight_loss|light
Thepla,breakfast,206,3.6,25.4,8.2,vegetarian,north_indian,1,weight_loss|light
Boiled Eggs,snack,170,3.7,20.3,6.7,non_vegetarian,mixed,1,balanced|beginner
Fruit Bowl,breakfast,272,11.9,19.8,13.7,vegan,south_indian,1,balanced|beginner
Oats with Milk,breakfast,213,12.4,18.8,7.9,vegetarian,north_indian,1,muscle_gain|high_protein
Egg Curry,dinner,684,6.1,61.5,14.6,non_vegetarian,north_indian,0,balanced|beginner
